character,pinyin,part_of_speech,definition
切,qie1,10,(1) (形声。从刀，七声。本义:用刀把物品分成若干部分) (2) 同本义。如:切花(从植株上剪下的花枝或枝叶);切心(比喻痛切);切肺(祭祀所用的肺);切象(切，割取。取象以作比喻);切腹(剖腹自杀);切菜;切肉 (3) 治骨。加工珠宝骨器的工艺名称。如:切错(治理器物);切玉(割玉);切镂(镂刻;雕刻) (4) 切磋。指学行上切磋相正。如:切切(相互敬重切磋勉励的样子);切正(切磋相正);切直(切磋相正);切摩(切磋相正);切磨(切磋相正);切责(互相切磋责勉);切厉(切磋砥砺) (5) 直线、曲线或面等与圆、弧或球相交于一点。如:切面;切球;切圆
切,qie4,10,(1) 摩擦;接触 切，摩也。不待切脉。可切循把握。 (2) 又如:切齿(咬紧牙齿。形容痛恨);切磨(摩擦;摩搓);切摩(摩擦);切循(抚摩) (3) 契合。与…相一致。如:不切实际;译文不切原意;切正(恰切平正);切用(切合实用);切至(犹切当);切事(切合情事);切病(切中弊病) (4) 一定要 诸位切不可乱动。 (5) 又如:切照(依照;按照);切须(必须;切要);切不可骄傲;切勿吸烟;切勿(务必不要);切戒(务须避免);切莫(务必不要);切须(务必) (6) 靠近;贴近 切于身心。清 · 刘开 《问说》 (7) 又如:切倚(相依相偎，十分亲昵);切邻(近邻);切心(贴身);亲切(亲近;密切)
切,qie4,5,(1) 急切;急迫 切问而近思。。皇疏: “犹急也。” 饥冻虽切，违己交病。晋 · 陶渊明 《归去来兮辞》 迨诉频切。唐 · 李朝威 《柳毅传》 其切如是。清 · 袁枚 《黄生借书说》 (2) 又如:出国心切;激切(言语直而急);心切(心情急迫);切峻(急切严厉);切事(迫切的事);切问(急切问难);切紧(迫切、要紧) (3) 深;深切 切，深也。注 (4) 又如:切恐(深怕);切爱(深深的爱);痛切(悲痛而深切);切究(深究);切怛(深切悲伤);切谢(深切感谢) (5) 恳切;率直 直言世谏。 (6) 又如:切谓(恳切地说);切劝(诚恳地相劝);热切(热烈恳切);切至(恳切周至) (7) 严厉 故为政以苛为察，以切为明…大败大裂之道也。 (8) 又如:切责(严厉谴责);切让(严厉责备);切厉(严厉) (9) 激烈 旋以论事过切，为宰臣所非。韩愈 《为裴相公让官表》 (10) 又如:切论(激切的议论);切愕(谓激切直言) (11) 严重。如:切手(致人死命的招数)
尺,chi3,6,(1) (指事。小篆，从尸，从乙。“尸” 象人卧的形象。“乙” 是个标识，周制寸、咫、尺、仞、寻、常诸度，皆以人之体为法。本义:十寸) (2) 同本义，量词。长度单位 尺，十寸也。人手却十分动脉为寸口。十寸为尺，所以指斥规榘事也。 (3) 按，古代长度单位。各代制度不一。如:尺一(尺一板、尺一书、尺一牍、尺一诏等都是指诏书。古时诏板长一尺一寸，故称天子的诏书为 “尺一”。“尺一” 又指书信) (4) 。中医诊脉部位之一。手掌后桡骨高处下为寸;寸下一指处为关;关下一指处为尺。如:尺中(尺脉) (5) 尺子，量长度的器具。如:平行尺;折尺;滑尺 (6) 喻法度或标准。如:尺墨(法规，法制) (7) 像尺一样的条状物。如:镇尺;戒尺;尺简(古代用以书写文字的竹木简);尺疏(奏章) (8) 信件，信札。如:尺书(书，信;书籍);尺素(短笺，书信)
尺,chi3,5,(1) 喻短小或狭小的 尺泽之蜺也。 (2) 又如:尺土(形容极为狭小的土地);尺地(极少的土地);尺铁(短小的铁制武器)
号,hao4,10,(1) 扬言有 项羽 兵四十万，号百万。又如:口喧佛号(大声念佛) (2) 命令，发令 发枪之号。清 · 徐珂 《清稗类钞·战事类》 明诏大号。清 · 龚自珍 《病梅馆记》 又如:号令 (3) 召唤;呼唤。如:号召 (4) 宣称，称号 号之曰 有巢氏。号之曰 燧人氏。号为军机四卿。清 · 梁启超 《谭嗣同传》
号,hao4,6,(1) 名位;名称;称谓 号为张楚。赐号称王。又如:号位(称号和爵位;名号);号带(军旗。古代大将出征，旗上绣出主帅姓氏，叫号旗);号名(标志;称谓;位号);国号;年号 (2) 记号;标帜。如:号记(标记，记号);号箭(用来传达信号的响箭) (3) 别号。名、字以外的称谓 号曰醉翁。宋 · 欧阳修 《醉翁亭记》 自号 刚峰。又如:号谥(谥号。古代帝王、贵族、大臣等死后将葬，按其生前事迹给予寓意褒贬的称号);号簿(犹今登记簿);号屏(雨师的别名) (4) 用以识别敌我的口令、暗号。如:号哨(表达信号的口哨);号炮(军内用来传达信息的火炮);号火(用作信号的火光;旧时军内为传信息而举的火) (5) 指编列的次序或等第。亦指编列次序的事物。如:号件(挂过号的函件、电报等) (6) 犹种，类。多为贬义。如:那号人 (7) 管乐器号角、号筒、军号等的简称。如:号筒;号头(号角的别称) (8) 用号吹出的表示一定意义的声音。如:起床号，熄灯号 (9) 商店的代称 找了一家汇票号，是个 日昇 昌字号，汇了八百两，寄江南 徐州 家里去。
号,hao4,11,(1) 表示人数的单位。如:一百多号人 (2) 表示次序，常放在数目字之后。如:三十五号文件，车牌H-10098号 (3) 表示一个月里的日子。如:八月五号
扎,za1,10,(1) 捆绑;缠束;拴;系 抄扎家私，分俵众军。 (2) 又如:扎抹(缠绑;收拾);扎爪(拴绑;缠绑);扎一根红头绳;扎花环;扎包(捆在腰间的长布);扎缚(捆扎;包扎);扎脚(缠足);扎把(成捆的草把) (3) 编。如:扎小辫儿 (4) 挽上，卷起来。如:扎高裤脚;扎起袖子;扎脚勒手(卷起裤脚和衣袖) (5) 趁人之危，勒索财物。如:扎火囤(用女色设骗局诈取财物);扎诈(讹诈) (6) 捉。如:扎盲盲(捉迷藏);扎朦(捉迷藏) (7) 准备 阿里奇 ] 传令教番兵扎掂已了，来日出 密云县 ，与 宋江 交锋。 (8) 又如:扎裹(修饰;打扮);扎括(修饰;打扮);扎扮(打扮);扎掂(整装出发)
扎,za1,11,(1) 用于某些捆缠的东西。如:一扎线;一扎麦子
扎,zha2,10,(1) 同 “札”。拔 贾珍 一面扶拐，扎挣着腰蹲身跪下请安道乏。 (2) 又如:扎蹭(从困顿中解脱出来) (3) 同 “札”。书写 有贾人至 罗浮山 ，遇二道士弈。…其一笑曰: “幸托书达吾家。” 许诺。即扎书付之。宋 · 米芾 《鲁公仙迹记》 (4) 又如:扎付(官府的下行公文);扎费(给送委任信札差人的赏钱) (5) 用同 “炸” 将 孙行者 下油锅扎他一炸与我人参树报仇!
扎,zha1,0,(1) 刺：扎针。扎花。 (2) 驻、扎：扎营。 (3) 钻：扎猛子。
菲,fei1,5,(1) 花草的香气很浓的常叠用 菲菲，香也。芳菲菲兮满堂。别来春物已再菲，西望不见红日围。苏轼 《作书寄王晋卿忆前年寒食北城之游》 (2) 又如:菲薇(草木茂密的样子)
菲,fei1,6,(1) 一种无色结晶烃C 14 H 10 ，熔点约100°C，其母核由某些生物碱降解生成，用于染料和药物的合成 (2) 菲律宾的简称
蔚,wei4,6,(1) (会意。从艸，尉声。本义:牡蒿) (2) 同本义。菊科。一种多年生草本( Artemisia japonica )。全草入药 蓼蓼者莪，匪我伊蔚。 (3) 病 五藏无蔚气。 (4) 又如:蔚气(病气)
蔚,wei4,5,(1) 草木茂盛 蔚蔚，茂也。茂树荫蔚。设蔚施伏。望之蔚然。宋 · 欧阳修 《醉翁亭记》 (2) 如:蔚映(茂密而相映衬);蔚生(草木茂密貌) (3) 有文采 其文蔚也。蔚彼高藻。陆机 《答贾长渊诗》 蔚为辞宗。 (4) 又如:蔚炳(文采鲜明华美) (5) 云气弥漫的 荟兮蔚兮。。传 “荟蔚，云兴貌。” (6) 又如:蔚荟(云雾弥漫貌) (7) 盛大 古陵蔚起。 (8) 又如:蔚跂(雄浑多姿)
蔚,wei4,10,(1) 聚集 六义附庸，蔚成大国。
蔚,yu4,6,(1) 县名 ，在河北省北部，壶流河斜贯，邻接山西省
蔚,yu4,5,(1) 烦闷。通 “郁”。如:蔚结(心中愁闷不解。同 “郁结” );蔚蔚(愁闷忧伤的样子。通 “郁郁” )
戌,xu1,6,(1) (指事。从戊，含一。不详。戊( wù )武器。本义:地支的第十一位) (2) 同本义。又与天干相配用以纪年或纪日。如:戌日(即腊日) (3) 戌时 明日大利，宜用戌亥时。又如:戌亥时(戌时与亥时) (4) 夏正建寅，九月为戌 九月之辰谓为戌，戌者灭也，谓时物皆衰灭也。 (5) 十二生肖属狗。如:戌生命(谓狗。戌年属狗，故云);戌腿(浙江金华一带在腌制火腿时常杂以狗腿增香，故称)
嗯,en1,7,表示思考、猶豫或語氣上的間歇，如：「...嗯，這個問題不好回答。」
亲,qin1,5,(1) (形声。从见，亲( shēn )声。“见”与“至”义相通。本义:亲爱) (2) 同本义 亲，至也。从見，亲声，字亦作儭。亲，近也。同人亲也。亲者属也。人之亲其兄之子。。注:“爱也。” 爱臣太亲，必危其身。我有亲父兄。我有亲父母。又如:亲父(生父);亲爹(亲父);姑表亲;亲如一家;亲心(亲爱之心;父母爱护子女之心);亲厚(亲爱并加以厚待) (3) 亲密。与“疏”相对 王无亲臣矣。又如:亲臣(亲近可信的臣下);亲懿(亲密的朋友。同亲友);亲比(亲近依靠);亲附(亲近附从);亲幸(皇帝或国君对臣子的宠爱) (4) 准，准确 搭上弓弦，觑的 杨志 较亲，望后心再射一箭。又如:亲切(准确;真切) (5) 通“新”。更新 亲臣进而故人退。 (6) 通“辛”。艰苦 体五道之亲苦。
亲,qin1,6,(1) 父母。也单指父亲或母亲 亲，父母也。注 冯 公子有亲乎? 归见其亲。明 · 宋濂 《送东阳马生序》 又如:双亲;亲心(父母亲爱护子女之心;子女思念双亲之心);亲丧(父母之丧) (2) 泛指有血统或婚姻关系的人 亲，九族。注 禄勋，合亲，任良。畔主背亲。洛阳 亲友如相问。唐 · 王昌龄 《芙蓉楼送辛渐》 诗 亲朋无一字，老病有孤舟。杜甫 《登岳阳楼》 诗 又如:亲难转债(亲人之间难于借债。比喻愈是亲人愈难求得帮助);亲党(亲属);亲契(亲朋);亲识(亲朋等熟识者) (3) 亲密的、可靠的人 轻则失亲。。注:“党援也。” 又如:亲兵;亲失(失其所应当亲近的人);亲委(宠信);亲习(亲近熟悉的人);亲渥(情分深厚的人)
亲,qin1,2,(1) 亲自，亲身 亲枉车骑。亲引问委曲。《资治通鉴·唐纪》 亲见 忠烈。清 · 全祖望 《梅花岭记》 亲往 颐和园。清 · 梁启超 《谭嗣同传》 又如:亲秉旄钺(亲自统率军队);亲炙(亲见);亲迎(古代婚姻六礼之最后一礼。新郎亲自去女家迎娶新娘);亲任(亲自担任)
亲,qin1,10,(1) 亲近;接近 无亲 陈王 者。无使土亲肤。诸侯亲之。亲贤臣，远小人，此先 汉 所以兴隆也。诸葛亮 《出师表》 不能离死命而去亲他主。又如:亲傍(亲近;套近乎);亲香(亲炙。亲热) (2) 用嘴唇或脸、额接触(人或物)，表示喜爱亲切。如:她亲了亲孩子;亲他妻子的嘴唇和婴儿的脸蛋
亲,qing4,0,(1) 〔亲家〕夫妻双方的父母彼此的关系或称呼（“家”读轻声）。
茄,jia1,6,(1) 荷梗。如:茄房(即 “莲蓬”。以蓬实外苞分隔如房，故名) (2) 通 “荷”。如:茄袋(一种制作精致的小包，俗称荷包。随身佩带作什件，备放零钱或什物用) (3) 译音用字。如:雪茄
茄,qie2,6,(1) (形声。从艸，加声。本义:茄子。植物名) 同本义 茄，夫渠茎。 (2) 茄科，一年生草本植物，叶椭圆形、花紫色，果实球形或长圆形、紫色、白色或浅绿色，表面光泽，是普通蔬菜;亦指该种植物的果实
扁,bian3,10,(1) (会意。从户，从册。本义:在门户上题字) (2) 同本义 扁，署也。六曰署书是也。 (3) 又如:扁表(题门表彰) (4) 〈方〉∶把东西掖在腰间。如:扁着几吊钱 (5) 犹撇嘴。人生气时嘴巴的表情。如:把嘴一扁;扁诺(作揖时小声致问) (6) 看走了样(含轻视鄙夷的意思)。如:别把人看扁了
扁,bian3,6,(1) 匾额，题字的长方形牌子。后作 “匾” 梦至一亭，扁日侍康。 (2) 如:扁榜(扁牓。匾额);扁对(匾额上的对联)
扁,bian3,5,(1) 指物体宽而薄 儿生，欲令其头扁，皆押之以石。 (2) 又如:扁盒子;扁担;扁食(方言。水饺、锅贴之类的面食)
澄,cheng2,5,(1) (形声。从水，登声。本义:水静而清) (2) 同本义 澄，水清定也。澄，水静而清也。水色澄碧。黄肇敏 《黄山纪游》 (3) 又如:澄水(清澈而平静无波的水);澄江(清澄明澈的江水);澄泉(清泉);澄酒(清酒，淡酒) (4) 清澈，透明 心澄体静。徐干 《中论》 (5) 又如 :澄空(晴朗无云的天空);澄明(澄澈明洁) (6) 静，宁静 公退则敛膝澄坐以养心。方孝儒 《静斋记》 (7) 又如:澄凝(沉静的);澄谧(清静);澄宁(清静安定)
澄,cheng2,10,(1) 让水中物沉淀;使清静;使清明。如:澄心(使心情清静);澄叙(清理整饬) (2) 靖，安定。如:澄远(安定边疆)
澄,cheng2,6,(1) 水名 (2) 即今浙江省台州地区的灵江 (3) 海南岛上南渡江的支流，在澄迈县境
澄,deng4,10,(1) ∶使液体中的杂质沉淀分离 皆以杏仁澄之。宋 · 陆游 《过小孤山大孤山》 (2) 又如:把水澄清了;澄汰(澄去泥滓;汰除沙砾。多用于指甄别、挑选);澄结(沉积);澄沙汰砾(除去杂质，使之纯洁)
虾,xia1,6,(1) 动物名。节肢动物门，甲壳纲，软甲亚纲，十足目，长尾亚目。许多较小的须，有一细长身体及侧扁的腹部，长足，长而多少带刺状的额 虾，鱼名。又，虾虫多须而善游好跃。 (2) 又如:虾须镯(金丝编成的镯子);虾杯(以海虾虾头与前两脚壳制成的杯子);虾魁(即虾姑;指巨虾) (3) 〈动〉 像虾一样弯曲。如:虾腰(行鞠躬礼);虾朐(虾干。比喻貌丑而驼背的人) (4) 满语对侍卫的称呼 王辅臣 勇冠三军，所向不当，号曰马鹞子……八王子以 辅臣 为虾，随入都。清 · 刘献廷 《广阳杂记》
虾,ha2,6,专有名词，如：郭虾蟆。
涌,chong1,6,(1) 〈方〉∶河汊 天黑了，风越来越紧， 徐炳华 把船驶进就近的小河涌里。陈残云 《香飘四季》 (2) 多用于地名
涌,yong3,10,(1) (形声。从水，甬( yǒng )声。本义:水向上冒) (2) 同本义 涌，滕也。涌，出也。滥泉正出。正出，涌出也。泉暴出者曰涌。醴泉涌于清室，通川过于中庭。汉 · 司马相如 《上林赋》 泉暴出者曰涌。汉 · 王充 《论衡》 (3) 又如:涌沸(喷涌出沸腾的水);涌泉(水向上喷出的泉) (4) 引申指云、雾、烟、气等上腾冒出 洪波涌起。云烟沸涌。唐 · 李朝威 《柳毅传》 亦浪涌。宋 · 陆游 《过小孤山大孤山》 风云腾涌。 (5) 又如:风起云涌。亦泛指其他事物突然冒出、升起 烈焰应手涌出，故以火山名军。宋 · 陆游 《老学庵笔记》 (6) 又如:涌聚(涌现聚合);涌触(涌现于心头的感触) (7) 水奔涌，翻腾 江间波浪兼天涌，塞上风云接地阴。唐 · 杜甫 《秋兴》 (8) 又如:涌溜(汹涌的水流);涌溜溜(形容翻卷飘动);涌湍(激流;奔流);涌裔(水波腾涌貌);涌激(汹涌激荡);涌沸(翻腾);排排巨浪向岸边涌来 (9) 比喻物价腾贵。如:涌长(急剧增长);涌贵(物价猛涨) (10) 呕吐。如:涌泄(呕吐排泄)
称,chen4,10,(1) 符合，相当 令作诗，不能称前时之闻。宋 · 王安石 《伤仲永》 薄罚不为慈，诛严不为戾，称俗而行也。夫才德不称，固自知之矣。宗臣 《报刘一丈书》 又如:对称;相称;称合(相当);称任(称职，犹胜任);称位(与职位相符)
称,cheng1,10,(1) (形声。从禾，爯( chēng )声。( chèng )本义:称量物体轻重的器具。这个意义后来写作“秤”。又指称量) (2) 测定重量 苦称量之不审兮。。注:“称所以知轻重。” 又如:称物(衡量物之多少，轻重);称亭(称量平正);称验(过称检验)。泛指衡量、揣度。又如:称体裁衣(比喻按照实际来办理);称斤约两(比喻权衡得失);称功(衡量功劳，与功绩相比) (3) 叫做;称呼;号称;把…说成 称帝而治。幸蒙大恩，赐号称王。马伶 ，名锦，字云将，其先西域人，当时犹称马回回云。清 · 侯方域 《马伶传》 又如:自称;通称;称名(称呼名字);称作(叫做);统称(总起来叫);称讳(称呼名字);称孤(称王，称帝) (4) 述说;声称 旄期称道不乱者。知其不足称也。手把文书口称敕。唐 · 白居易 《卖炭翁》 今诚以吾众诈自称公子 扶苏 、 项燕。又如:口称(口头上说);宣称(声称) (5) 举起 称彼兕觥。称尔戈，比尔干，立尔矛。元祀惟称。张衡 《东京赋》。注:“皆训举也。” 又如:称觥(举杯祝酒);称觞(举杯敬酒) (6) 称赞，赞扬 禹 称善人，不善人远。使人高贤称誉己者，心之力也。称誉者登进，忤恨者诛伤。将军 向宠 …晓畅军事，尝用于昔日，先帝称之曰能。诸葛亮 《出师表》 近年共称 柳敬亭 之说书。清 · 黄宗羲 《柳敬亭传》 又如:称扬(称赞，赞许);称赏不已(连连称赞);称奖(称赞夸奖) (7) 举事，领兵造反 敢行称乱。而称兵以害我。不可以称兵。又如:称乱(举兵作乱) (8) 举荐 繁称文辞，天下不治。又如:称贤(举用贤能);称荐(举荐)
